familia,H,K
PF00005,4.657690179106466,0.56807451831057
PF00006,4.569145999747449,0.4043771883632198
PF00009,4.744185068702714,0.5007369094296599
PF00012,4.823600496350963,0.5141830794004707
PF00013,4.8649101514275745,0.3951008865790278
PF00017,4.879944358318207,0.5476406533575318
PF00023,4.4775113422032025,0.1549185389255688
PF00025,4.665323634380219,0.5412770504942559
PF00026,4.443535984509988,0.5572916666666666
PF00027,4.555689048269371,0.6010292665176483
PF00035,4.714736465491027,0.5438626907073509
PF00036,4.555598259308718,0.33381853469189715
PF00042,4.433373866660145,0.5769653655854865
PF00043,4.268513205716997,0.5694278903456496
PF00069,4.7475580856763315,0.6215017737485219
PF00070,4.608995498971039,0.5950446250166511
PF00071,4.658682780281467,0.5170151701517015
PF00072,4.485248173527183,0.6042628774422736
PF00076,4.874584061259397,0.4745361231741019
PF00078,4.765958969224586,0.6096361185983827
PF00083,4.32293578316934,0.5396577526189081
PF00085,4.778930001725726,0.5024590163934426
PF00096,4.894034695899661,0.370583226905066
PF00097,4.348266414218037,0.6005453306066802
PF00106,4.510286306495002,0.596044351213665
PF00107,4.482630339878659,0.6081453418288273
PF00108,4.70572058613153,0.5451374916163648
PF00109,4.586492053615449,0.47123493975903613
PF00115,4.043691075879496,0.46261636203570394
PF00122,4.60693524629492,0.6043415340086831
PF00125,4.992662314647729,0.6116414435389989
PF00132,4.561414883340445,0.3473477406679764
PF00134,4.443149790236053,0.5256314699792961
PF00137,3.7853773325753868,0.35742830994508845
PF00149,4.60885911021819,0.572993670391498
PF00150,4.519181090443564,0.5684716012584865
PF00153,4.647166335818783,0.35747191011235957
PF00160,4.776898026177511,0.596974430650333
PF00168,4.998129187677567,0.4511254689453939
PF00169,4.960991839132492,0.6116359628404976
PF00170,4.448395114692268,0.5822784810126582
PF00171,4.623645349174174,0.592118612802066
PF00172,4.859623543307247,0.6648841354723708
PF00173,4.719139840709466,0.564622849580944
PF00176,4.748939413486178,0.6076513735078384
PF00179,4.666076346173237,0.5501894964807796
PF00201,4.645806927709037,0.4671905697445973
PF00202,4.491413800122396,0.6049530315969257
PF00205,4.499482733941186,0.5553701275479795
PF00226,4.780267004230539,0.5021862702229996
PF00237,4.911742633198269,0.5017201653883786
PF00240,4.897389222262972,0.5892382639503986
PF00249,4.902346766411288,0.49315270210572815
PF00258,4.632334546014924,0.5733187666909444
PF00268,4.419324200928953,0.4266875203942705
PF00270,4.611079078796763,0.568997434315222
PF00271,4.721952966089448,0.5595123984163367
PF00289,4.308105129527095,0.4918532634587899
PF00291,4.5933332481632325,0.6102905213733738
PF00294,4.615233113909002,0.6024521761458467
PF00300,4.786599136210869,0.5867555951645129
PF00310,4.796338802288827,0.536542739116619
PF00318,4.787866288378394,0.4569182594475056
PF00320,4.977697963266878,0.516995383969786
PF00324,4.188420857705122,0.5691126279863481
PF00327,4.8852425013377525,0.4874543239951279
PF00349,4.656923547959174,0.4674231581816943
PF00350,4.886294119940284,0.5485035629453682
PF00364,4.7523345317535215,0.5409550365981178
PF00368,4.497096952263607,0.47946950772965763
PF00370,4.686104167361203,0.61742006615215
PF00382,4.437084920210784,0.41488020176544765
PF00385,4.858066133033575,0.5658968330797953
PF00397,5.035033482010469,0.5182842602689931
PF00399,4.298555209403297,0.4297719087635054
PF00400,4.763015174552248,0.2116451820538246
PF00408,4.6953071178446875,0.592777898629541
PF00428,4.595998090791382,0.5012626262626263
PF00432,4.701997574178978,0.2023928215353938
PF00439,4.866665814367884,0.4435888033247769
PF00443,4.898178675990536,0.6150766897016686
PF00444,4.742848351820056,0.43760580411124544
PF00454,4.609674423435394,0.5605662285136501
PF00459,4.667239954667903,0.5894678138942001
PF00478,4.806077789112582,0.43884939172550336
PF00481,4.766045388698155,0.6088310984694568
PF00501,4.682168775116885,0.5654187827755629
PF00505,4.883701809141969,0.6415749855240301
PF00510,4.159903762277993,0.5158150851581509
PF00514,4.617134940872157,0.16182452062754213
PF00515,4.4179604117622775,0.2857142857142857
PF00533,4.764273704549679,0.46255951522146876
PF00534,4.477355112741889,0.61059394257244
PF00561,4.545219939093345,0.6208819940735576
PF00566,4.500831481614359,0.6091320606179886
PF00571,4.819438889693423,0.31692162572283966
PF00578,4.787496562554986,0.6054783319705642
PF00581,4.7907289257067385,0.623603255621465
PF00583,4.601831413976771,0.6068527155107567
PF00587,4.726370139846506,0.6424278846153846
PF00610,4.649278085809694,0.5470342304677293
PF00614,4.518672888299681,0.4721878862793572
PF00615,4.672222602384622,0.5987983067049024
PF00620,4.590585223976719,0.5972370630438101
PF00624,4.399617941754069,0.16053635133472752
PF00628,4.468953543336442,0.5459221160911095
PF00632,4.687601707999774,0.6101981544796147
PF00635,5.067696297897034,0.6088276979145576
PF00637,4.3320275047723635,0.28457009494510155
PF00638,4.692862630025188,0.2784859018926226
PF00642,4.751804278850097,0.45234248788368336
PF00646,4.660212133666571,0.5910273665320772
PF00664,4.354395569910451,0.4654007538581893
PF00665,4.858393759131858,0.6131939437635184
PF00674,4.523750258503697,0.4541899441340782
PF00682,4.542589783655311,0.5840179238237491
PF00684,4.82669689026676,0.49355417670888674
PF00687,4.914842588110126,0.5091344563200368
PF00690,4.743045696570335,0.6077785102175346
PF00702,4.6268487535353,0.5910041620011408
PF00710,4.692953902028938,0.5602256438710871
PF00735,4.902516036445389,0.5951653944020356
PF00743,4.792818175777772,0.5926204819277109
PF00753,4.560496727598561,0.6087758945386064
PF00763,4.62576265067051,0.489306306914825
PF00787,4.894454942472558,0.6050993536030644
PF00788,4.882234046274746,0.6010899182561308
PF00806,4.152821713983445,0.12440570522979398
PF00808,4.61047102565587,0.5916052183777651
PF00854,4.4372429166726635,0.5689033189033189
PF00875,4.722791173759576,0.6061448724905046
PF00899,4.696447331624689,0.6129470964232286
PF00903,4.6985430089675555,0.6010167768174886
PF00916,4.111780726074258,0.5537273337810611
PF00917,4.840125295677219,0.5811429949360983
PF00928,4.953746818559106,0.6002363135092557
PF00955,4.3915021918379225,0.45989174859162707
PF00956,4.923289717500607,0.500887288951985
PF00961,4.286237916121793,0.46227574342590316
PF00962,4.727271973965198,0.5854659113108029
PF00970,4.778102302648013,0.5649479424888448
PF00995,4.741605156189877,0.5612067498883525
PF01018,4.860022126221206,0.4612483280578887
PF01021,4.771285188139061,0.7414965986394558
PF01040,4.263141596146516,0.5029086611771881
PF01053,4.600434335522486,0.5817699115044248
PF01061,4.146858548832685,0.4924756144745148
PF01068,4.804086772508441,0.5996611213801601
PF01074,4.569881026518809,0.5520583533173461
PF01086,4.884101562879112,0.4698633310169099
PF01088,4.704517967098635,0.5038516336239164
PF01096,5.137342039798406,0.5418250950570342
PF01118,4.554675588726898,0.531025538707103
PF01138,4.817318224391683,0.5726155191681648
PF01142,4.937749284104151,0.55515034976627
PF01156,4.594247601395176,0.5447812951839095
PF01163,4.865117455662447,0.5926218188991912
PF01168,4.384882070812124,0.5369974275226176
PF01172,4.854764982050006,0.5081537183578893
PF01174,4.699438460488453,0.6317135549872123
PF01202,4.745738607878572,0.5780805946221672
PF01205,4.593701278551235,0.4605690924313099
PF01217,4.502371369155357,0.6167487684729064
PF01226,4.05122377710354,0.4905458685028876
PF01239,4.46787694885737,0.267450468103636
PF01253,4.89286087381863,0.5306570800878769
PF01263,4.803081941875631,0.6078008724659995
PF01274,4.869303262201572,0.6053333333333333
PF01284,4.149657922858763,0.5539525858432465
PF01336,4.817517122063664,0.5684441263308581
PF01344,4.736475733409924,0.28544614496101645
PF01348,4.8248946186168755,0.6762342135476463
PF01381,4.674202216546592,0.6057427421063785
PF01417,4.760344595230557,0.5526246023329798
PF01422,3.9848957695871334,0.4159931943853679
PF01423,4.727471004759532,0.572654967807095
PF01426,4.9406751924367756,0.5156701489219827
PF01434,4.593342420168636,0.5713776510425949
PF01465,4.393000391605617,0.5157790927021696
PF01479,4.91729857241831,0.5940293472761006
PF01485,4.771565395172121,0.5938098888463013
PF01488,4.594194612729723,0.5618239660657476
PF01502,4.821574356934426,0.41202587592414014
PF01529,4.434396013234547,0.5925039042165539
PF01535,4.333619553780851,0.14112024738210696
PF01544,4.5059282888227505,0.6140168005395794
PF01569,4.341102684901278,0.5992424242424242
PF01575,4.764312474041686,0.5998843596415149
PF01585,4.862590077059585,0.6068872987477638
PF01595,4.306808768308096,0.5900892909940275
PF01612,4.448666306585921,0.6
PF01633,4.807711967526591,0.5959836961924645
PF01644,4.635733352781307,0.43976902406952145
PF01687,4.705078595424767,0.5156305725049768
PF01693,4.7322866554846925,0.4555741190765492
PF01699,3.948386863773784,0.40163197565866815
PF01722,4.66406703420446,0.48755153568346704
PF01729,4.665229135542175,0.5924229808492922
PF01746,4.7133535881611595,0.6090056285178237
PF01764,4.596118170428293,0.5743325653882639
PF01779,4.441901690397892,0.4266379575515226
PF01781,4.817205362450604,0.45969531134447567
PF01794,4.11056428622871,0.5686350328674805
PF01851,4.076495967900596,0.2390937575319354
PF01853,4.684013742288691,0.42997767404099857
PF01873,4.978265646486101,0.5122047244094489
PF01883,4.648789202672825,0.6052356020942409
PF01910,4.9089953356087985,0.5646031338299512
PF01966,4.538632411714355,0.5799661399548532
PF01968,4.4482962848534955,0.542067716000453
PF01975,4.781755985594199,0.4947880191779346
PF02020,4.609342362929286,0.499701098071296
PF02037,4.595834101238206,0.5753690753690753
PF02046,5.018415803011671,0.4523357387011014
PF02133,4.176535126109765,0.5574280104712042
PF02137,4.930790539293497,0.5061595988289516
PF02146,4.672433079820609,0.5669371196754563
PF02201,4.912219377484232,0.49767080745341613
PF02257,5.011679335188962,0.511164274322169
PF02260,4.756861219576979,0.49537743470065526
PF02358,4.799530224714683,0.590267838887753
PF02386,4.600177497160038,0.6051693404634582
PF02463,4.570853007015598,0.600249776984835
PF02518,4.865410870550153,0.5648238334567084
PF02535,4.513167534753391,0.5858464975267274
PF02544,4.544943665153574,0.5850847457627119
PF02574,4.575337377299546,0.49041971412908314
PF02582,4.659717535530965,0.5278209905575052
PF02585,4.692366081861512,0.6175094167332497
PF02586,4.992899822517147,0.5331801479315224
PF02666,4.7913474970742955,0.6069216917739031
PF02668,4.786351216124723,0.6293466045914272
PF02733,4.537859845564541,0.479263409306827
PF02749,4.570252454319778,0.5845493562231759
PF02765,4.8452512230221805,0.5342635658914728
PF02775,4.464505027299421,0.5166176378544157
PF02776,4.433290789561716,0.6037908037908037
PF02777,4.475609319914893,0.4302528422192369
PF02780,4.599531378610935,0.5681885125184094
PF02782,4.342732158158461,0.5318629445755677
PF02784,4.463230837591874,0.5704538712548205
PF02786,4.475901911573945,0.5207581227436823
PF02791,4.1122160139463695,0.4821026057163466
PF02799,4.767530068177521,0.47858127452019933
PF02845,4.4170166799769115,0.5551695954229668
PF02854,4.576096281815709,0.5131391585760517
PF02862,4.8747042694127725,0.4610902382505793
PF02889,4.693355566726513,0.4641584455530965
PF02891,4.712923863528199,0.5645962732919255
PF02893,4.642838643296405,0.6052278820375335
PF02906,4.668908889838301,0.5225348754024085
PF02910,5.03184986605562,0.4850502743162489
PF02933,4.920583590064086,0.6094653812445223
PF02935,4.816503633076264,0.5097690941385435
PF02936,4.956929521386194,0.48358231030912585
PF02940,5.086810281272608,0.6262557077625571
PF02969,4.720262376282097,0.6626323751891074
PF02985,4.272697970429195,0.34987593052109184
PF02996,4.37246648291451,0.5938757264193115
PF03009,4.793212133963985,0.6257466005845723
PF03062,4.44404624103942,0.5989829277152198
PF03070,4.4862673553988,0.594715852442672
PF03104,4.732571961830519,0.6023971309928274
PF03127,4.391756911528463,0.5040697674418605
PF03129,4.817440604061654,0.5981388383784362
PF03130,4.277350963994175,0.15157116451016636
PF03143,4.884292026342158,0.4657236126224157
PF03144,4.856617327459567,0.5500898162221916
PF03153,4.946239486406688,0.4565194214435481
PF03161,4.64026826835387,0.5791596201378951
PF03178,4.682977592471598,0.5722897519517739
PF03198,4.605857477174912,0.5542237442922374
PF03311,4.1204927953021215,0.46726581403387485
PF03358,4.55313585701071,0.5595206084584949
PF03372,4.781884344406243,0.6108287724784989
PF03381,4.829851128913313,0.503219069055368
PF03441,4.61627662627846,0.4518150286832182
PF03452,4.770953051016909,0.4358981636533931
PF03464,4.691180626277188,0.5570680628272251
PF03485,4.5143164516519345,0.5734930218746906
PF03647,3.923542281503481,0.4688768908125474
PF03661,4.275448738443827,0.5255393401015228
PF03732,4.573931864081472,0.585822972722212
PF03770,4.9465601174178255,0.5153877348713558
PF03803,4.6526781741374785,0.6125356125356125
PF03810,4.504180523949492,0.6075228903736699
PF03828,4.814314075559703,0.5664492458214432
PF03835,5.049102962030923,0.618645948945616
PF03856,4.5143242657605445,0.43034034779078423
PF03874,4.704229082972852,0.5719368811881188
PF03900,4.44969283208036,0.616484440706476
PF03950,4.986029066560662,0.5867957652816939
PF03982,4.702522868999562,0.6241457858769932
PF03983,4.994886190673069,0.48217366302472686
PF03998,4.919339138903804,0.5117942857142858
PF04003,4.358019609128482,0.5268078396035143
PF04042,4.647581494439127,0.6112269725408411
PF04050,4.943098401203644,0.490259126158502
PF04055,4.723710387428014,0.5908857974927194
PF04082,4.666719351654422,0.5920335848868009
PF04084,4.641978725164864,0.5180026170275632
PF04113,4.7553298021463455,0.4795964358769892
PF04117,4.224786803120157,0.4946392771014324
PF04158,4.815888698291064,0.49647797674615973
PF04178,3.9112733184114283,0.47079662964381463
PF04191,4.287327330717322,0.48330034636318653
PF04193,4.122850270857199,0.42492116115468587
PF04265,4.732720423475784,0.5425229930736913
PF04318,4.560528787942885,0.636094674556213
PF04424,4.31953686629303,0.5096011816838996
PF04427,4.935351968376927,0.5151409531871105
PF04428,5.003356198807068,0.6451378809869376
PF04446,4.695930996543204,0.4706930773281484
PF04488,4.509017519562618,0.565375854214123
PF04495,4.646986779914905,0.5574673090158293
PF04568,4.646986779914905,0.5574673090158293
PF04588,4.213406565677464,0.4713804713804714
PF04614,4.7392897229750615,0.530715980055187
PF04627,4.783876924107123,0.5003832886163281
PF04652,4.545020602645783,0.5363226343214959
PF04658,4.957943831461756,0.4996413521025733
PF04760,4.518310562441728,0.5623425692695214
PF04769,4.620122527227135,0.5985960433950224
PF04815,4.509315468383404,0.5075157831446037
PF04825,4.8194712585903705,0.488031914893617
PF04889,4.815054121050322,0.4261644804021679
PF04898,4.461830498929588,0.453537599366491
PF04900,4.911736309313366,0.48648816164621295
PF04950,4.970514235118236,0.4909737958724317
PF05001,3.7972957050509075,0.31369953673064194
PF05002,4.91680530088222,0.4406736412350089
PF05022,4.813443300831185,0.47585208580076327
PF05032,4.806387573746762,0.5687984496124031
PF05051,4.799613961778514,0.46973765750877916
PF05057,4.482774892121245,0.5936739659367397
PF05063,4.720402024140746,0.6682134570765661
PF05132,5.017027558032136,0.5290399660847112
PF05148,4.766648413637005,0.6554545454545454
PF05158,4.918995369463698,0.5827692307692308
PF05160,4.665592666766759,0.4708830136512874
PF05172,4.672793647625271,0.6638537271448663
PF05187,5.032660009797009,0.4436435124508519
PF05188,4.444486841769448,0.664624808575804
PF05192,4.6558344706959,0.5428798209387335
PF05193,4.66762229249811,0.49314590063738756
PF05433,3.5570449256269243,0.48902305159165754
PF05470,4.923742533697048,0.6086443079829948
PF05648,4.578797202808117,0.5571918125405205
PF05773,4.632843771615303,0.5984331201035004
PF05797,4.812104631915762,0.6936671575846833
PF05890,4.911863222654161,0.4709066673920731
PF05922,4.731826596881193,0.5849214077062178
PF05983,4.686742602058552,0.5256869292352255
PF06011,4.468790779689629,0.47157502329916123
PF06017,4.9203029725394245,0.5290545874066428
PF06246,4.953403611306805,0.4907476699095177
PF06422,4.560602745597098,0.46851432880844646
PF06427,4.690838769126597,0.5609514649387758
PF06464,4.902479778822812,0.573044761436301
PF06470,4.61847963537793,0.6117373078714485
PF06687,4.303684452271503,0.549735985919249
PF06738,4.315973357371608,0.5433024509652031
PF06745,4.75139280124004,0.5600721193247009
PF07500,4.830164866232871,0.545365268154291
PF07521,4.742847351442476,0.6103850229600848
PF07524,4.495424019004704,0.6442080378250591
PF07534,4.5617554022025155,0.571546904120936
PF07542,4.81456719010366,0.5276110444177671
PF07543,4.914742756180501,0.5466799800299551
PF07557,4.146164284075096,0.46927083333333336
PF07569,4.577343796431275,0.4939180941958837
PF07647,4.521509475057854,0.5848439073514602
PF07690,4.153752764649921,0.585880123193556
PF07691,4.772493246835139,0.6275882181393992
PF07717,4.80707686547233,0.6128169014084507
PF07719,4.365140564591669,0.5927412747828936
PF07727,4.779725933140353,0.5542989508107372
PF07728,4.603194502459317,0.5447777534486534
PF07766,4.612735167093692,0.4916445689698304
PF07780,4.866747999474223,0.4508572398574096
PF07819,4.463203864459731,0.5342338146250583
PF07915,4.922061128012151,0.5376563696706663
PF07973,4.74170638343568,0.4883292383292383
PF07992,4.696593206006679,0.6123513457124974
PF07993,4.626678170929553,0.5642713036795081
PF08022,4.803364823107484,0.5723785166240409
PF08029,4.730368819476043,0.47308303200297386
PF08068,4.926731534097956,0.460289445817155
PF08145,5.038795884379872,0.4994291250043248
PF08149,4.764830495784751,0.4667631666852244
PF08153,5.050947117388807,0.4901868213394483
PF08227,4.0620370783083,0.5069742489270386
PF08242,4.455745711880259,0.6023634621526669
PF08243,4.734892709900095,0.5531028738025823
PF08271,5.01589763602138,0.588906372934697
PF08389,4.37960987874106,0.5724112961622013
PF08393,4.516271788974447,0.5366758846762024
PF08426,4.341739859219178,0.4446161966520887
PF08443,4.67263177666632,0.6592689295039165
PF08511,4.460916591436845,0.4992226368159204
PF08513,4.2324975024299665,0.5758896151053013
PF08537,4.966782133626615,0.6217218543046358
PF08546,4.6350424721597765,0.6156758803483529
PF08567,4.907748799838467,0.5517241379310345
PF08613,4.654170374516235,0.6526104417670683
PF08616,4.195098571607643,0.5488188976377952
PF08644,5.012004029164121,0.5297649557003734
PF08692,4.991924386935057,0.5688121402407117
PF08731,5.022313979574475,0.6147727272727272
PF08801,4.648710645864339,0.5854779001828643
PF08911,4.775615694405621,0.552991452991453
PF09138,4.8131670947290255,0.5801644398766701
PF09174,4.796510505525683,0.4899934740047857
PF09324,4.382855742186618,0.5044184865413915
PF09325,4.381637652520759,0.5760893854748603
PF09359,4.979251578055856,0.584429340630241
PF09377,4.891107197077493,0.48371975523494076
PF09382,4.796808005612127,0.6001816667928241
PF09402,4.811551674337276,0.5497698718746112
PF09415,4.747133044970097,0.541041200894283
PF09435,4.810065454713552,0.47856671795999123
PF09597,4.82208077487698,0.5227642276422764
PF09731,4.704746310817632,0.5936213991769548
PF09763,4.688299131631525,0.6054777336399749
PF09770,4.8902014723082265,0.42872556486417873
PF09848,4.831541375165316,0.5834111214828643
PF10193,4.388580871093654,0.5227371156344738
PF10237,4.668976118625847,0.509633360039678
PF10247,4.042851490835597,0.4755639097744361
PF10273,4.461949936718641,0.5114223070938538
PF10295,4.982815287764057,0.4685714285714286
PF10296,4.945043155532954,0.45915258931044034
PF10304,4.221459296561561,0.5276577355229041
PF10310,4.938430415882768,0.4626940706786929
PF10334,4.533494459991309,0.5634804434218783
PF10351,4.940291908491978,0.5074015282956181
PF10355,4.404115593436575,0.43423084048663
PF10359,4.877773173418813,0.5266246779272832
PF10363,4.469102090858372,0.5277059824749417
PF10373,4.694318123208964,0.5877446694020313
PF10375,4.346751218250384,0.5566188197767146
PF10382,4.757807117812189,0.5422143921940642
PF10396,4.66640719381149,0.4672041335357211
PF10403,5.057831287427947,0.522233606557377
PF10404,5.058070765017898,0.5394846217788861
PF10419,4.56040083688707,0.5235246124558064
PF10448,4.91170444306797,0.6432028156621206
PF10466,4.624340860059476,0.7164179104477612
PF10483,4.822337419188249,0.5186253837901824
PF10487,4.437443102837779,0.5664316036908396
PF10510,4.515084153891976,0.5131534883720931
PF10521,4.697301575382596,0.5757406087753232
PF10587,4.291730240795456,0.4450522128294381
PF10780,4.994483381779901,0.5478988249352719
PF11001,4.959896067974842,0.5142484937306627
PF11051,4.635147485706183,0.565024872902203
PF11326,4.938367063904499,0.5334940243045094
PF11403,3.7182377194067673,1.435897435897436
PF11503,4.817780146526338,0.6413721413721414
PF11615,4.006438194662156,0.8
PF11640,4.684215496479327,0.580983078162772
PF11654,4.7142068587043475,0.5832205683355887
PF11718,4.864227182346273,0.4813639770172371
PF11767,4.811655402931127,0.5594713656387665
PF11861,4.843301071170709,0.4934988588422436
PF11865,4.541690819557849,0.48802409995555335
PF11942,4.7754486668508545,0.48700395764252863
PF11987,4.461202862466292,0.46470127382990456
PF12239,4.763506084825108,0.5123538914758149
PF12328,4.919061108426278,0.5695568400770713
PF12352,4.3117960063737195,0.6068580542264753
PF12384,4.8688672734221115,0.7090395480225988
PF12537,4.474939560831413,0.5086063298167685
PF12678,4.586791263213882,0.48001158748551565
PF12689,4.859140731975282,0.5685154975530179
PF12710,4.6341864511096995,0.6133738272140572
PF12751,4.992956238934038,0.49118481996115343
PF12761,4.897252027627442,0.4988543371522095
PF12829,4.9556655019772675,0.5200785293592718
PF12874,4.8564339831911285,0.508954857703631
PF12894,4.750044472006436,0.5896248263084761
PF13087,4.829085315691172,0.5675184183530728
PF13207,4.788458331108525,0.5093818458900847
PF13373,4.585314071480138,0.49471513276617685
PF13401,4.5765990994417045,0.605670370755011
PF13414,4.179618246296759,0.47753743760399336
PF13415,4.7856126463257995,0.6275713847098557
PF13417,4.761163861549335,0.5941664571284888
PF13422,4.877160724723158,0.5058123817247905
PF13476,4.733420211653563,0.5883404715372781
PF13499,4.644465969696772,0.6156992291961617
PF13513,4.382261090373466,0.5577492596248766
PF13537,4.4652287912280055,0.4623803392487264
PF13602,4.513635124023026,0.5637601604560329
PF13603,4.745734453194889,0.5061653527390337
PF13631,4.244125271427548,0.4924837717799795
PF13634,3.9712142194348035,0.37020316027088035
PF13639,4.459476218159714,0.5864332603938731
PF13691,4.70263075742683,0.5619256017505471
PF13725,4.549163597565546,0.4774553973688953
PF13793,4.753418850110029,0.44665242348580403
PF13805,4.854687922829497,0.47636113025499655
PF13854,4.516691961265656,0.5599725839616175
PF13855,4.129366653137016,0.5483176312247645
PF13893,4.59338670062731,0.6046277665995976
PF13894,4.678326909012733,0.5277241379310345
PF13912,4.837361441017757,0.5945303210463734
PF13945,4.908744224949621,0.45951742627345843
PF13959,4.543545488620797,0.4875106390852237
PF13964,4.62170351737417,0.5591108117211182
PF14288,4.8453745015257494,0.4468625718073354
PF14324,4.877135178619033,0.543612142389168
PF14492,4.85815014310852,0.5637239165329053
PF14551,4.663073236451297,0.6012274645186038
PF14555,4.470753865114629,0.5769017980636237
PF14617,4.9367212433645165,0.6904761904761905
PF14619,4.973578855893791,0.5527793374508703
PF14635,4.279839006214618,0.7051282051282052
PF14639,4.943692777489868,0.6694214876033058
PF14641,4.59762274050416,0.5088269262497938
PF14691,4.656290730873564,0.46767940858276236
PF14700,4.8047952942223535,0.5437403348908362
PF14703,4.921645524628767,0.5778466529560004
PF14716,4.553383149544863,0.5496067579376639
PF14863,4.269933202310447,0.46096410793817133
PF14864,4.687232383181054,0.5899696346361054
PF15288,4.978533749708837,0.571590909090909
PF15412,4.7870891614589635,0.5409761634506243
PF15613,4.937001237395488,0.563548551093035
PF15624,4.783991241605895,0.5445005829770696
